ID 2011,ID 2004,ID 1992,General location,Additional location information,"Figure location reference (see figs. 1 and 3, table 1)",Type of slope movement,Season,Year,Month,Day,Time (PST),Minimum volume,Median/best estimate volume,Maximum volume,Relative size,Rock unit,Triggering condition(s),Deaths,Injuries,Infrastructure impacts,Published references,Narrative descriptions
1986030002,372,356R,Glacier Point,Four Mile Trail,"F3-17, 4M",RF,Winter,1986,3,n/a,n/a,-,2,-,very small,Kec,P,0,0,trail,,"According to Jim Snyder (written commun., January 1990):  ""One rock, 5 x 4 x 4 feet, on the second switchback above the 'Italian Wall' came from a gully above the set of switchbacks in this chute several hundred feet above points of impact on the trail.  The rock fall damaged walls on switchbacks two and three above the 'Italian Wall'.  These rock falls occurred during March storms."""
1986030801,370,354R,Grizzly Peak,Vernal Fall,"F3-13, VF",RS,Winter,1986,3,8,n/a,-,691,-,large,Khd,P,0,0,trail,"Snyder (1986a), Wieczorek et al. (1989)","(1) From Snyder (1986a):  ""During another heavy rainstorm, the remaining roof over the Vernal Fall rock slide collapsed, dropping 1600 tons of rock onto the talus slope and trail below.  Impact in the talus moved an additional 2000 tons of rock, burying the trail up to 12 feet deep.  This last block had been held solely by its connection at one end, not far from stress cracks developed after earlier slides.  The blocks from the 7 February, 13 February, and 8 March slides had all been undermined by joint erosion dipping down toward the river, joints which had been penetrated deeply by tree roots and soil formation.""     (2) From Jim Snyder (written commun., January 1990):  ""The rock slides of 7 February and 13 February left an overhang of roughly 1000 cubic meters, geometrically defined by a combination of intersecting joints and fresh semi-arcuate fractures.  Beneath this overhang some slabs of rock had partly separated from the rock face as shown by recent minor movements.  Other slabs may have been previously separated as evidenced by caliche deposits, water staining and small diameter tree roots (5 cm) visible between slabs.  The slabs beneath the overhang were delicately interlocked and some appeared not to be connected to the steeply inclined rock face beneath.  On 6 March, a 3 to 5 m-long, fine fresh crack was detected about 20 m upslope of the overhang.  This crack, with about 0.5 cm of extensional opening roughly paralleled a deep, weathered joint but did not connect to any other cracks near the overhang. The 0.5-1.0 m wide weathered joint was filled with gruss and pine needles from a nearby pine tree growing in the joint.""     (3) From Wieczorek et al. (1989):  ""On 8 March, during a storm which dumped 10 cm of rain in Yosemite Valley, a rock slide of some additional 1500-1600 tons occurred at the site.  The slide encompassed the area from the overhang back to the deep weathered joint upslope of the crack ... Approximately 150 m of the Nevada Fall Trail was covered by this latest rock slide."""
1986040001,375,359R,Glacier Point,Four Mile Trail,"F3-17, 4M",RF,Spring,1986,4,n/a,n/a,0.5,2,5,very small,Kgp/Kec,P,0,0,trail,,"According to Jim Snyder (written commun., January 1990):  ""On the Four Mile Trail, two rocks, 3 x 3 x 2 feet and 5 x 4 x 3 feet, landed on the third switchback above the 'Italian Wall'.  They came out of the bank 20 feet above the fourth switchback above the wall.  A dead oak may have given way to source these rocks which hit one switchback, lightly damaging one switchback wall and landing on the switchback below.  This rock fall happened during the rains in early April, judging from dirt remaining on the rock."""
1986040201,374,358D,Yosemite Falls,Yosemite Falls Trail,"F3-5, FT",RS,Spring,1986,4,2,n/a,5,20,50,small,Ks,P,0,0,trail,,"According to Jim Snyder (written commun., January 1990):  ""According to Jose Lopez, trail crew foreman, several large rocks came down in some rain and freezing temperatures on the Yosemite Falls Trail at the crossing at the top of the first 48 switchbacks from the same location as the 20 July 1985 slide.  Rocks up to 2 tons each crossed the trail.""   "
1986050001,380,364R,Little Yosemite Valley,Bunnell Point,"F1, BU",RS,Spring,1986,5-6,n/a,n/a,-,1,-,very small,Khd,UNR,0,0,trail,,"According to Jim Snyder (written commun., January 1990):  ""At the Bunnell Point switchbacks, on the seventh switchback, on the Merced River, a block 6 x 1.5 x 3.5 feet broke off a larger slab of rock a few feet above the trail.  A pack train wreck at this point on June 23 resulted in the death of one Curry Company mule.  The rock slide may have been a long term result of 1930 blasting for this trail."""
1986050601,376,360R,Indian Canyon,Castle Cliffs,"F3-6, CA",RF,Spring,1986,5,6,11:01,-,31,-,small,Kec,UNR,0,0,none,,"According to Jim Snyder (written commun., January 1990):  ""According to Mike Brocchini, a National Park Service welder, just before noon, he saw a pickup-sized rock come out of the main chute between Castle Cliffs and Yosemite Point.  This rock fall never made it to the trail, breaking up on the talus above it."""
1986052701,377,361R,Indian Canyon,Arrowhead Spire,"F3-6, AS",RF,Spring,1986,5,27,4:23,50,200,500,medium,Ks,UNR,0,0,none,,"(1) According to Steve Botti, National Park Service (oral commun., 27 May 1986):  A rock fall came from near Arrowhead Spire onto talus toward Indian Canyon Creek.  It was calm, no wind, no snow or rain, with a temperature of about 55 degrees F.  The slide stayed east of the topographic divide from the courthouse, but did not reach the valley floor at Yosemite Village.     (2) Source of the rock fall was a shear vertical cliff with a round circular shaped failure surface estimated [to be] 75 x 75 feet, with thickness uncertain.  When rock hit slope below, the rock split into two directions."
1986052801,378,362R,Indian Canyon,Arrowhead Spire,"F3-6, AS",RF,Spring,1986,5,28,4:33,5,20,50,small,Ks,UNR,0,0,none,,"According to Steve Botti, National Park Service (oral commun., 28 May 1986):  A second rock fall from same area as the day before near Arrowhead Spire, although indications are that it was smaller than that of 27 May."
1987000001,392,,Tenaya Canyon,Quarter Domes,"F3-10, QD",RS,n/a,1987-1989,n/a,n/a,n/a,-,128,-,medium,Khd,UKN,0,0,none,,"According to Jim Snyder (written commun., 12 March 1998):  ""This rock fall [from Quarter Domes] was a small part of a continuing failure. Older failures at this point had produced some massive blocks.  Some large rock falls had made the slope here a raw and open talus cone reaching to Tenaya Creek and actually forming the lower boundary of a small compartment along that creek.  The large talus slope of big blocks shows clearly again on the 1970 edition of the Valley map.  This talus is also underneath another intermittent creek which can carry notable flows off the open, slickrock cliffs above and a great deal of ice in the winter.  The block that fell was perhaps 30 feet square and 5 feet thick, forming a part of the underpinnings for an arch from which larger blocks had fallen sometime past.  The most recent block did not fall very far, hitting a bench which changed its direction to the center of the talus and breaking it up. Blocks 3 and 4 feet in diameter tumbled a relatively short distance down the slope.  We could pick out the rocks from this particular slide because they were so relatively fresh, and yet, because they had already accumulated some lichen and showed some drainage marks, it is clear that the slide happened perhaps eight to ten years ago."""
1987031001,381,365R,Three Brothers,Middle Brother,"F3-4, MB",RF,Winter,1987,3,10,14:47,-,600000,-,extremely large,Kec,UNR,0,0,road,"Yosemite (1987), Wieczorek et al. (1989), Wieczorek et al. (1995), Wieczorek (2002), Glazner and Stock (2010)","According to Yosemite Association (1987) and Wieczorek et al. (1989):  ""At 2:47 p.m. PST on 10 March 1987, a large rock fall dropped 800 m from the face of Middle Brother and spread rapidly across a talus cone, covered Northside Drive, and sent boulders across the Merced River.  Much smaller rock falls from Middle Brother had begun on March 8, and by about 2:20 p.m. on 10 March, because of an increasing number of rock falls and audible rock popping noises from the face of Middle Brother, Northside Drive, the main exit road from the valley, had been closed and the portion of Leidig Meadow below Middle Brother had been cordoned off.  On the afternoon of 10 March, Jim Snyder observed the rock fall initiate as an intact planar slab of rock that separated from the cliff face.  As the slab fell it appeared to shorten in a folding-like manner similar to the steps of an escalator.  The slab disaggregated into a rock avalanche upon hitting and sliding along a prominent ledge before falling onto the talus cone below.  Another large rock fall from the face of Middle Brother occurred later that day at 5:10 p.m.  The volume of these rock falls totaled an estimated 600,000 cubic meters of material weighing about 1.3 million metric tons.  Dozens of smaller rock falls continued during the next several days ...  During and preceding March 8-10, the weather was dry without extreme temperature variations that might be associated with freeze-thaw or snowmelt cycles.  Likewise  no earthquakes occurred during this period that could account for this sudden onset of rock falls.  During the following two weeks a high number of small rock falls occurred, some of which could be attributed to storms and the abundant loose rock on the ledge beneath the face of Middle Brother.  In April after these storms, the rock fall activity noticeably diminished, but remained at a relatively constant rate.  By June the rock fall frequency had dropped even more and Northside Drive was reopened for the first time in early July.  A brief flareup of rock fall activity in early August again required the closing of Northside Drive, but rock fall activity quickly diminished and the road was reopened."""
1987031002,382,,Three Brothers,Middle Brother,"F3-4, MB",RF,Winter,1987,3,10,17:10,-,See ID 1987031001,-,See ID 1987031001,Kec,UNR,0,0,road,"Yosemite (1987), Wieczorek et al. (1989), Wieczorek et al. (1995), Wieczorek (2002), Glazner and Stock (2010)",See ID 1987031001
1987041201,383,366R,Basket Dome,Snow Creek Trail,"F3-9, SN",RF,Spring,1987,4,12,am,-,118,-,medium,Khd,SM,0,3,trail,Yosemite (1987),"(1) According to Jim Snyder (written commun., January 1990):  ""A weathered section of low roof gave way above the 'Tenaya Zigzags' trail, breaking up as it fell to run down the main drainage channel and smaller channels on both sides.  Three people were injured, since the slide occurred in mid-day.  Many walls on the trail were weakened or damaged, and the trail was heavily littered with rock and down trees from the first switchback above the Mirror Lake loop junction to the several switchbacks above the first creek crossing, where the injuries occurred.  The source area was west of the point at which the trail comes back to the creek, where there is a large roof overhanging the creek across the trail.  The source area was west of this roof.  The slab that failed had been completely weathered behind and was held by the step-like structure of the rock underneath it.  No rain preceded the failure... Between 6 April and 14 April there was considerable snowmelt.""     (2) From Yosemite Association (1987):  ""Three hikers were injured, one seriously, when a huge slab of granite estimated to weigh 340 tons came free near the rim and fell some 1800 feet into the Valley.  It broke into large boulders, some the size of Volkswagens.  The path measured about 300 feet at its widest point, and leveled trees and other vegetation... In an area known as the ""Tenaya zig zags"", at least 28 switchbacks were covered, and many of those were destroyed completely.  Though there is no sign of further instability on the cliffs above it, the trail has been closed and will remain so until a temporary trail can be completed.  That should take 3 weeks or longer.""       "
1987041601,384,367R,Union Point,Four Mile Trail,"F3-17, 4M",RS,Spring,1987,4,16,n/a,0.5,2,5,very small,Kgp,SM,0,0,trail,,"According to Jim Snyder (written commun., January 1990):  ""A rock 5 x 3 x 3.5 feet came out of the bank into the Four Mile Trail seven switchbacks up from Union Point.  Between 6 April and 14 April there was considerable snowmelt but little water running on the trail.  Leaching out dirt support underneath appears to have been the reason for failure.  The rock slipped about five feet into the trail."""
1987050201,385,368R,Giant Staircase,Nevada Fall,"F3-13, NF",RS,Spring,1987,5,2,n/a,-,102,-,medium,Khd,UNR,0,0,trail,,"According to Jim Snyder (written commun., January 1990):  ""According to Jim Snyder and Mike Shenton, on the Nevada Fall Trail, a rock slide occurred with a source area off the third corner of the Liberty Cap switchbacks, off the south wall between the trail and Nevada Fall.  About 120 feet up the cliff, slabs had been undermined by long fir and cedar roots with only a few remaining connections to break.  Perhaps influenced by rains of 30 April (0.47 inches[1.2 cm]), a slab 40 x 15 x 6 feet fell, hitting another block just above the Liberty Cap gully, causing that block to fail as well.  Most of the rock stayed in the gully, but some skidded across to the trail, affecting two switchback corners."""
1987060301,386,369R,Basket Dome,Snow Creek Trail,"F3-9, SN",RS,Spring,1987,6,3,14:10,-,15,-,small,Khd,B,0,0,trail,,"According to Jim Snyder (written commun., January 1990):  ""A slab 15 x 12 x 3 feet was blasted from above the 'Tenaya Zigzag' trail because the slab had been hit in the 12 April rock slide and would have likely fallen on the trail had it given way naturally."""
1987081001,387,370R,Three Brothers,Middle Brother,"F3-4, MB",RF,Summer,1987,8,10-12,n/a,5,20,50,small,Kec,UKN,0,0,road,,"According to Jim Snyder (written commun., January 1990):  ""On this day [10 August 1987] and for several days afterward the rock fall activity picked up significantly on Middle Brother, closing Northside Drive until Labor Day weekend."""
1987081601,388,,Taft Point,n/a,F3-19,RF,Summer,1987,8,16,18:30,5,20,50,small,Khd,UNR,0,0,none,,"From Middle Brother Rock-fall activity log, National Park Service (unpublished data, August 1987):  ""Not to be confused with any Middle Brother activity, there was a sizable rock fall and dust cloud at 1930 hours on south wall between Sentinel Rock and Higher Cathedral Rock""."
1987090101,389,371R,Basket Dome,Mirror Lake Trail,"F3-11, ML",RF,Summer,1987,9,1,n/a,500,2000,5000,large,Khd,UNR,0,0,trail,,"According to Jim Snyder (written commun., January 1990):  ""According to Jim Snyder and Kim Aufhauser, a section of a large roof fell from the cliff just north of the old Mirror Lake parking lot, damaging roughly 200 yards of trail.  Most rock stopped in the talus behind the trail, but some crossed the trail toward the lake."""
1987090102,390,372,Sentinel Rock,Sentinel Rock,F3-18,RF,Summer,1987,9,1,n/a,5,20,50,small,Ks,UKN,0,0,none,,"From Middle Brother Rock-fall activity log, National Park Service (unpublished data, September 1987): ""several large rocks fell from high on Sentinel Rock,"" observed by Middle Brother rock-fall monitor."
1987120001,391,373D,Panorama Cliff,Panorama Cliff,F3-14,RF,Fall,1987,12,n/a,n/a,-,1,-,very small,Khd,F/T,0,0,none,,"According to Jim Snyder (written commun., January 1990):  ""A rock 3 x 2 x 2 feet and more we did not see came down at 'Valley View' from Panorama Cliff.  Some rock scarred trees 5 feet up and broke limbs in the fall, probably caused by freezing and thawing."""
1988082301,393,374R,Grizzly Peak,Vernal Fall,"F3-13, VF",RF,Summer,1988,8,23,14:30,-,1,-,very small,Khd,UNR,0,0,trail,,"According to Jim Snyder (written commun., January 1990):  ""According to Jim Snyder and Ron Mackie, a slab of rock about 2 feet thick and 10 feet square broke loose to fall about 250 feet to the Vernal Fall foot trail, hitting the trail about 100 yards above the spring by the old Sierra Point trail.  Friction and an overhanging tree had held the slab in place until weathering and weight broke the last remaining connection."""
1988091801,394,375R,Half Dome,Porcelain Wall,"F3-11, PW",RS,Summer,1988,9,18,12:40,-,3,-,very small,Khd,UNR,0,0,none,,"(1) According to Jim Snyder (written commun., January 1990):  ""According to Jim Snyder and Mike Mayer, two slides occurred off Half Dome.  At 1:40 p.m. 18 September 1988 below the Diving Board, at the lower left of the 'Porcelain Wall', a slab 5 feet thick and 15-20 feet square fell, with more falling from the same source area (above and a little left) at 2:40 p.m.""     (2) According to Jim Snyder (written commun., 4 November 1992):  ""Snyder and Mayer were unable at the time to see how far the debris went."""
1988091802,395,376R,Half Dome,Half Dome,F3-11,RF,Summer,1988,9,18,15:15,-,1,-,very small,Khd,UNR,0,0,none,,"(1) According to Jim Snyder (written commun., January 1990):  ""According to Jim Snyder and Mike Mayer, at 4:15 p.m. 18 September 1988 a slab 2 feet thick and 10 feet square fell from below the  'Visor' at the summit of Half Dome, falling 2,000 feet.""    (2) According to Jim Snyder (written commun., 4 November 1992):  ""Snyder and Mayer could not tell how far down the slab went.  Because it was a small and thin flake, it probably did not drift down very far."""
1989000001,402,383R,Union Point,Union Point,F3-17,RF,Spring,1989,n/a,n/a,n/a,0.5,2,5,very small,Kgp,UNR,0,0,trail,,"According to Jim Snyder (written commun., January 1990):  ""A block roughly 10 feet x 4 feet x 2 feet broke loose from weathered fins of rock just below Union Point near 'Agassiz Column' and fell about 250 feet down a narrow chute to land on a switchback corner of the trail.  The block broke in two there, after smashing an inside wall.  Debris was knocked down onto five switchbacks weakening other retaining walls."""
1989000002,404,385R,Cathedral Rocks,Lower Cathedral Rock,"F3-20, LC",RF,n/a,1989,n/a,n/a,n/a,50,200,500,medium,Klt,UKN,0,0,none,,"According to Jim Snyder (written commun., 25 February 1992):  According to Don Reid a rock fall from about 3/5 height of the north face of  Lower Cathedral Rock in 1989 hit the top of the talus cone.  There had been a [rock fall] from this point in 1986, and this one produced a fresh right-facing corner to that earlier scar."""
1989012101,396,377R,Merced River Gorge,Big Oak Flat Road,F1,RS,Winter,1989,1,21-28,n/a,-,1,-,very small,Kec/Kdg,P,0,0,road,,"According to Jim Snyder (written commun., January 1990):  ""A rock of about 3 tons [slid] from this same location [over the new Big Oak Flat Road just below the lower tunnel entrance and south of the drainage just below the tunnel entrance] 3 weeks earlier during a rainstorm."""
1989021401,397,378,Merced River Gorge,Big Oak Flat Road,F1,RF,Winter,1989,2,14,22:30,-,142,-,medium,Kec/Kdg,UNR,0,0,road,,"According to Jim Snyder (written commun., January 1990):  ""A rock fall occurred from the cliffs over the new Big Oak Flat Road just below the lower tunnel entrance and south of the drainage just below the tunnel entrance.  A stack of interlocked rocks developed mostly from slow processes of bedrock erosion, roughly 400 tons and 10 feet x 20 feet x 25 feet in size, fell about 600 feet down two channels with a 200 foot free fall not far below the source area to generate considerable velocity for impact on the road below.  A rock of about 3 tons fell from this same location 3 weeks earlier during a rainstorm and may have been a key block weakening the larger mass.  There was substantial soil formation in the rock joints and considerable penetration and widening by roots of live oak, bay laurel, yellow pines, and shrubs.  The mass that failed lay on top of thin, layered seams of fine-grained rock tending to weather more easily and to carry seepage more easily."""
1989030501,398,379D,Half Dome,Mirror Lake Trail,"F3-11, ML",DF,Winter,1989,3,5,late pm,50,200,500,medium,Qat,P,0,0,trail,,"According to Jim Snyder (written commun., January 1990):  ""During a heavy, high elevation rainstorm late this night, Curry Stables employees heard a [debris flow] in the Mirror Lake area.  The source of the debris flow was apparently the unloading of several talus choked drainage channels below Half Dome, for the trail was covered with debris at six points."""
1989031501,399,380R,Hetch Hetchy,Tueeulala Falls,"F1, TU",RS,Winter,1989,3,15,n/a,-,44,-,small,Krm,P,0,0,none,,"According to Jim Snyder (written commun., January 1990):  ""As a result of heavy rains a rock slide [occurred] from the bedrock side of the Tueeulala Falls creek channel just above the first bridge for that channel.  The failed slabs, up to 8 feet x 8 feet x 12 feet, had weathered completely through and had been penetrated by roots of live oak, bay laurel, manzanita, and cedar."""
1989032901,400,381,Sentinel Rock,Sentinel Rock,F3-18,RS,Spring,1989,3,29,early pm,0.5,2,5,very small,Ks,UKN,0,0,none,,"According to Jim Snyder (written commun., January 1990):  ""A rock slide was observed by visitors beneath Sentinel Rock, though no evidence of rock debris on the Four Mile Trail could be located, according to Jim Snyder and Ron Mackie."""
1989040001,401,382R,Panorama Cliff,Panorama Cliff,F3-14,RF,Spring,1989,4,n/a,n/a,-,69,-,medium,Qat,UNR,0,0,trail,,"According to Jim Snyder (written commun., January 1990):  ""According to Jim Snyder and Jose Lopez, on the Nevada Fall horse trail, a rock fall of roughly 90 cubic yards fell from the small cliff just below the short switchback in the trail between 'Valley View' and the chute below 'Porcupine Spring'.  Rock up to 10 feet thick and 12 feet high fell into the talus and only a few landed on the trail a hundred feet below.  The weathered joints showed roots and some moss on a slip plane which forced the rock to turn as it fell, before it was stopped by talus, firs, and the trail."""
1989072501,403,384R,Three Brothers,Middle Brother,"F3-4, MB",RF,Summer,1989,7,25,17:13,0.5,2,5,very small,Ks,UNR,0,0,road,,"According to Jim Snyder (written commun., January 1990):  ""A small flake fell from the massive face below 'Michael's Ledge' on Middle Brother.  The roof created by the failed rock was visible in earlier photographs of Middle Brother.  The rock fall was observed by park visitors and reported.  Failure of the rock may have been accelerated by impacts from Middle Brother rock falls of 10 March 1987 and later."""
1990042301,405,386R,North Dome/Washington Column,Mirror Lake Trail,"F3-11, ML",RF,Spring,1990,4,23,early am,0.5,2,5,very small,Khd,P,0,0,trail,,"According to Jim Snyder (written commun., 24 April 1990):  ""In the early morning hours on Monday, 23 April 1990, during heavy rains, rock fell from the wall northwest of Mirror Lake.  The rock fall was minor, perhaps one or two cubic yards, but it fell far enough down a steep cliff face to gather considerable velocity, enough to cut a 12-inch oak tree off 10 feet above the ground and leave several craters in the trail.  Rock fragments from the trail made it to the lake edge.  The [rock-fall source area] was not the same as the 1 September 1987, rock fall which did more damage to the trail and which sourced much more material...  The 23 April fall came from a weathered jumble of rock along an intermittent cliff face drainage channel down and east of the 1987 source area.  A couple of blocks from that weathering formation came loose in the heavy rains, fell down the channel over one ledge, taking out at least one large pine and beginning to break up.  From the next ledge there is a considerable drop, which greatly increased the velocity and impact of rock fragments sailing on to the trail.  Some further rock was heard falling after the first reports of the slide by Curry Camp wranglers...  To give time for the rock fall to settle, the trail through that area in back of Mirror Lake on its north side has been closed through Wednesday... Trail crews will clear the trail Wednesday, 25 April, for reopening 26 April ...""                                                        "
1990100001,410,391R,Glacier Point,Glacier Point Apron,"F3-16, GA",RF,Fall,1990,10,n/a,am,5,20,50,small,Khd,UKN,0,0,none,,"(1) According to Jim Snyder (written commun., 25 February 1992):   ""According to Don Reid a rock fall occurred in late October 1990, above the 'Glacier Point Apron' and 'Monday Morning Slab' area.  The origin of the rock fall is clear in a small scar above that area.""  [This rock fall could possibly have been associated with the 23 October 1990 earthquake described in IDs 1990102301-1990102304]     (2)  From Google Groups, rec.climbing, report by rock climber Ben Harmon:  ""I was on that same route [The Grack, Center] a few years ago when we had an exciting experience with a rock fall.  Far above us, from the very top of the point, some refrigerator sized rocks fell silently through the slanting morning sunlight.  My friend saw them first.  He was leading and called down to us to ""watch out!"".  Well, you know the route, no place to hide, besides they were falling far off to the side, so I watched as they fell.  They seemed to fall rather strangely slowly, turning over in the air, still no sound.  Then they struck the top of the slanting apron and immediately exploded, sending fragments in a 180 degree arc.  The shrapnel seemed to suddenly accelerate to phenomenal speeds.  Even though the contact point was hundreds of yards sideways and above us, I barely had time to throw my back flat against the rock before a piece of stone the size of a garbage can lid skimmed about six inches over me.  It was like a scene straight out of 'Star Wars' as the piece skimmed like a fighter jet down the rest of the apron, maintaining its improbably close proximity to the rock face until it hit the bottom with a crash."""
1990102301,406,387D,Merced River Gorge,Big Oak Flat Road,F1,RS,Fall,1990,10,23,22:15,-,518,-,large,Kec,EQ,0,0,road,Escondido Times Advocate (1990),"(1) From the Escondido Times Advocate (1990):  ""'It's not a big pile of small rocks, it's a small pile of big rock', U.S. Park Service Ranger Kelly McCloskey said of the 6-foot-high boulders that blocked Highway 120 in Mariposa County. ""    (2) According to Tim Ludington, National Park Service, (oral commun., 22 July 1991):  The largest rock slide in the October 1990 earthquake on Highway 120 [was] north of Pulpit Rock before the first tunnel [and measured] about 1500 tons.     (3) From National Park Service Maintenance Management, Location Maintenance Report, Earthquake Damage, Hwy 120 (unpub. data, 22 July 1991):  Total cost of removing rocks on Highway 120 from the October 1990 earthquake was $11,849 (390 hours).  Trail crews assisted road crews in removing rock from road.  This does not include cost of rebuilding damaged rock guardian walls along edge of roadway.     (4) From U.S. Geological Survey, National Earthquake Information Center (2004):  An earthquake of M5.2 occurred near Lee Vining, California, about 50 km east of Yosemite Valley."
1990102302,407,388D,Merced River Gorge,El Portal Road,F1,RS,Fall,1990,10,23,22:15,5,20,50,small,Ka/Kga,EQ,0,0,road,Escondido Times Advocate (1990),"(1) From the Escondido Times Advocate (1990):  ""A rock slide just half a mile away closed Highway 140 into the Park, but that was expected to be cleaned up today ...""     (2) According to Tim Ludington, National Park Service, (oral commun., 22 July 1991):  Rocks stopped on Highway 140 where there is a pullout on river side of road.     (3) From U.S. Geological Survey, National Earthquake Information Center (2004):  An earthquake of M5.2 occurred near Lee Vining, California, about 50 km east of Yosemite Valley.                         "
1990102303,408,389,Indian Canyon ,Indian Canyon ,F3-6,RF,Fall,1990,10,23,22:15,5,20,50,small,Ks,EQ,0,0,none,,"(1) According to Jim Snyder (written commun., 21 May 1991):  ""I [Snyder] was sleeping nearby at the time and heard rocks falling in Indian Canyon during the earthquake.  The following morning I was not able to locate the source area(s).""     (2) From U.S. Geological Survey, National Earthquake Information Center (2004):  An earthquake of M5.2 occurred near Lee Vining, California, about 50 km east of Yosemite Valley."
1990102304,409,390,Tioga Pass,Lee Vining Canyon,"F1, LV",RS,Fall,1990,10,23,22:15,5,20,50,small,Kg,EQ,0,0,road,Escondido Times Advocate (1990),"(1) From the Escondido Times Advocate (1990):  ""State highway crews were also cleaning up a slide on Highway 120 on the east side of the park [due to the earthquake].""    (2) From U.S. Geological Survey, National Earthquake Information Center (2004):  An earthquake of M5.2 occurred near Lee Vining, California, about 50 km east of Yosemite Valley."
1991000001,412,393,Merced River Gorge,The Rostrum - Elephant Rock,"F1, RS, EL",DSL,Winter,1991-1992,n/a,n/a,n/a,50,200,500,medium,Qat,UKN,0,0,none,,"From Jim Snyder (written commun., 25 February 1992):  ""According to Don Reid between the Rostrum and Elephant Rock, during the winter of 1991, there was a slump from a wooded bench in between these two features.  The slump, apparently more of debris than rock is visible from Highway 120."""
1992020001,,,El Capitan,Southeast Face,"F3-3, SE",RF,Winter,1992,2,n/a,n/a,100,150,200,medium,Kid,UKN,0,0,none,,"According to Park Geologist Greg Stock:  Rock climbers Eric Kohl and Cade Lloyd witnessed a rock fall from southeast face of El Capitan.  The rock fall originated from about 250 m up the southeast face, on the climbing route ""Surgeon General""; Kohl reports that the rock fall removed the ""Chandelier Pitch"" (the 8th pitch) of that route."
1992021801,411,392R,Three Brothers,Middle Brother,"F3-4, MB",RF,Winter,1992,2,18,22:45,-,173,-,medium,Kec,P,0,0,road,,"From Jim Snyder (written commun., 25 February 1992):  ""On 18 February 1992, at 10:45 pm a rock fall of approximately 500 tons from the top of Middle Brother about 2600 feet above the Valley floor sent rock onto the talus cone with small pieces (60-80 lbs) reaching Northside Drive.  The rock fall awakened all but the soundest sleepers in the valley.  The scar left by the rock fall as in a small drainage immediately east (right) of the scar left by the March 10, 1987 rock fall and to the west (left) of an older scar.  The rocky debris reached Northside Drive slightly to the east of where it did during 10 March 1987.  Northside Drive was closed to traffic awaiting the consequences of the next Pacific storm and reopened on 24 February.  Along the top ridge of Middle Brother, a column of massive granite roughly 20-foot square and perhaps 3 to 5 feet thick had sourced.  Dirt left on ledges near the scar indicate decomposition and soil development accompanied by roots seen in the exposure had weakened the massive appearing granite.  In this section the dark appearing granite is cut by white (quartz) veins.  On 19 February water was observed draining from fractures on the steep face and was believed instrumental in triggering the failure.  Although little rain had fallen on 17 February, the rock fall occurred after eleven days of intermittent, sometimes heavy rain and snow.  The previous week had been unusually wet with a series of warm tropical storms bringing heavy rain and melting higher snowpacks.  No recent rock falls or unusual popping sounds had been reported in this area prior to this rock-fall event."""
1992071401,413,394D,Royal Arches,Royal Arches Cascade,"F3-7, RA",DF,Summer,1992,7,14,late pm,-,675,-,large,Qat,P,0,0,"road, trail",,"(1) According to National Park Service Physical Scientist Louise Johnson (written commun., 19 August 1992):  ""A debris flow from Royal Arch Cascade deposited sandy debris in the parking lot of the Ahwahnee Hotel on the late afternoon/early evening of 14 July 1992.  A debris flow partially buried two cars in the valet parking lot.  The flow deposited most of its volume of about 675 cubic meters in the parking lot and in the stream channel of Royal Arch Cascade near the Ahwahnee Hotel; however, a small amount of sediment was deposited by hyperconcentrated flow along the stream for about 300 m to the junction with the Merced River.  About 650 cubic meters of debris was trucked away from the Ahwahnee Hotel parking lot.""     (2) According to Jim Snyder (written commun.):  ""The debris flow initiated in the 195-acre area burned by the 21 June 1992 Dome Fire, west of North Dome.  There were reports of some debris starting to come down on the afternoon and evening of 12 July.  At the Yosemite Valley Fire House, about 1.4 km west, rainfall on 12 July amounted to 1.33 inches [3.4 cm] during a 22-hour period and was 0.35 inches [0.9 cm] within a 1-hour period on 14 July.  Hydrophobic materials were found in the medium-coarse sandy deposits in the parking lot."""
1992072401,414,395R,Yosemite Falls,Yosemite Point,"F3-5, YP",RF,Summer,1992,7,24,5:05,-,1100,-,large,Ks,UNR,0,0,none,,"According to Robert Reece (oral commun., 24 August 1992):  A large rock fall, about the size of a house, broke loose from Yosemite Point on 24 July 1992 at 6:05 am.  Reece was outside his house in 'Lost Arrow Village Housing' and watched as the rock bounced and split until the final pieces came to rest near the trail behind his house."
1993030001,,,El Capitan,Southeast Face,"F3-3, SE",RF,Winter,1993,3,n/a,n/a,600,900,1200,large,Kec/Kid,UKN,0,0,none,,"According to Park Geologist Greg Stock:  Climber Eric Kohl reported a large rock fall in the vicinity of ""El Capitan Tree"", a large ponderosa pine growing on a ledge about 120 m above the base of the southeast face of El Capitan, in which pitches 2 through 6 of the climbing route ""Atlantic Ocean Wall' fell off."
